target,Treatment,sex,ID,log_fold_change
PSMC3,ecig0,f,20,0.48800381997882125
PSMC3,ecig3,f,21,0.27252239486860247
PSMC3,ecig3,f,22,0.3644021680851714
PSMC3,ecig3,f,23,0.23390476187484915
PSMC3,ecig3,f,24,0.16270304009043615
PSMC3,ecig6,f,25,0.08807848684332197
PSMC3,ecig6,f,26,0.3603475950735753
PSMC3,ecig6,f,27,0.15373583816759775
PSMC5,control,m,2,-2.8456030744760965
PSMC5,control,m,3,0.2965236368348907
PSMC5,control,m,4,0.33985220864278926
PSMC5,ecig0,m,5,-0.2512979739943172
PSMC5,ecig0,m,6,0.10255405603881675
PSMC5,ecig0,m,7,-1.359524670913485
PSMC5,ecig3,m,8,0.31786503796549015
PSMC5,ecig3,m,9,0.41028124663433296
PSMC5,ecig3,m,10,0.3087137260973061
PSMC5,ecig3,m,11,0.23827270711193393
PSMC5,ecig6,m,12,-0.06438941298253731
PSMC5,ecig6,m,13,0.40208787241835015
PSMC5,ecig6,m,14,0.0981577537761416
PSMC5,control,f,15,0
PSMC5,control,f,16,0.08854694972257515
PSMC5,control,f,17,0.2781639378113441
PSMC5,ecig0,f,18,0.06283387058294505
PSMC5,ecig0,f,19,0.04182968325348814
PSMC5,ecig0,f,20,0.23713926897225987
PSMC5,ecig3,f,21,0.30697196654239306
PSMC5,ecig3,f,22,0.3990239289164824
PSMC5,ecig3,f,23,0.2490706530564007
PSMC5,ecig3,f,24,0.3015973769998106
PSMC5,ecig6,f,25,0.11857673879402725
PSMC5,ecig6,f,26,0.35505488568981086
PSMC5,ecig6,f,27,0.18364377029680665
RARA,control,m,2,0.1099341074125155
RARA,control,m,3,0.12060501869881195
RARA,control,m,4,0.10181876017140944
RARA,ecig0,m,5,-0.5110549510727929
RARA,ecig0,m,6,-0.40478775024345964
RARA,ecig0,m,7,-0.7057889674398571
RARA,ecig3,m,8,0.10385047181814414
RARA,ecig3,m,9,0.08338043211299304
RARA,ecig3,m,10,-0.010661338532434788
RARA,ecig3,m,11,-0.019692238402353446
RARA,ecig6,m,12,0.041406675903580915
RARA,ecig6,m,13,0.0032559404331021944
RARA,ecig6,m,14,0.20862372098499582
RARA,control,f,15,0
RARA,control,f,16,-0.08638398899772977
RARA,control,f,17,-0.012041320238556552
RARA,ecig0,f,18,-0.09970035188592204
RARA,ecig0,f,19,0.09068865772972551
RARA,ecig0,f,20,0.0892664114122127
RARA,ecig3,f,21,-0.12074228837683568
RARA,ecig3,f,22,-0.06157574581906646
RARA,ecig3,f,23,-0.19749560534128394
RARA,ecig3,f,24,-0.16804553983548018
RARA,ecig6,f,25,-0.06378422227925562
RARA,ecig6,f,26,-0.08769732266281224
RARA,ecig6,f,27,-0.0676009815942788
RARB,control,m,2,0.10257121474857006
RARB,control,m,3,-0.14800284231217534
RARB,control,m,4,-0.01096393388407456
RARB,ecig0,m,5,0.3076454910546923
RARB,ecig0,m,6,0.12618009421850954
RARB,ecig0,m,7,0.9714035667919586
RARB,ecig3,m,8,-0.10933264948117874
RARB,ecig3,m,9,-0.2014478281543562
RARB,ecig3,m,10,-0.14949005090275322
RARB,ecig3,m,11,-0.12029014132334778
RARB,ecig6,m,12,0.18032449315261667
RARB,ecig6,m,13,-0.10164879863585628
RARB,ecig6,m,14,-0.006176834481029292
RARB,control,f,15,0
RARB,control,f,16,-0.21935345353244473
RARB,control,f,17,-0.1343091684274168
RARB,ecig0,f,18,0.036711691679207265
RARB,ecig0,f,19,0.2787366774810936
RARB,ecig0,f,20,-0.01790117013415196
RARB,ecig3,f,21,-0.22252895875070564
RARB,ecig3,f,22,-0.2013168801062436
RARB,ecig3,f,23,-0.18174029742822284
RARB,ecig3,f,24,-0.30798144052985105
RARB,ecig6,f,25,-0.028276831200702107
RARB,ecig6,f,26,-0.182022964594151
RARB,ecig6,f,27,-0.2386194334609383
RARG,control,m,2,-0.07887551822788257
RARG,control,m,3,-0.23432379562881425
RARG,control,m,4,-0.1819411446413295
RARG,ecig0,m,5,-0.17649563243176747
RARG,ecig0,m,6,-0.9931385345388896
RARG,ecig0,m,7,0.7522886494280765
RARG,ecig3,m,8,-0.0654214040136742
RARG,ecig3,m,9,-0.19095091220555485
RARG,ecig3,m,10,-0.06433769602928315
RARG,ecig3,m,11,-0.12273751518809638
RARG,ecig6,m,12,-0.1355351431877592
RARG,ecig6,m,13,-0.8204641768720817
RARG,ecig6,m,14,-0.5333926410770433
RARG,control,f,15,0
RARG,control,f,16,-0.22277435840317142
RARG,control,f,17,-0.2682831700576641
RARG,ecig0,f,18,0.06762084957399273
RARG,ecig0,f,19,-0.12527808793950182
RARG,ecig0,f,20,-0.04946657341948688
RARG,ecig3,f,21,-0.2648038051617819
RARG,ecig3,f,22,-0.1265301921034673
RARG,ecig3,f,23,-0.17104018623234693
RARG,ecig3,f,24,-0.29313795247365665
RARG,ecig6,f,25,-0.3307857872333809
RARG,ecig6,f,26,-0.3400853864774295
RARG,ecig6,f,27,-0.3402369249772465
RBPJ,control,m,2,-0.27625817711479334
RBPJ,control,m,3,-0.21686465794029428
RBPJ,control,m,4,-0.13724300676515896
RBPJ,ecig0,m,5,-0.07254335226908933
RBPJ,ecig0,m,6,-0.2259997141887139
RBPJ,ecig0,m,7,-1.918193897636445
RBPJ,ecig3,m,8,-0.21681149604306013
RBPJ,ecig3,m,9,-0.013014188978545027
RBPJ,ecig3,m,10,0.01937663855489983
RBPJ,ecig3,m,11,-0.07845811003589383
RBPJ,ecig6,m,12,-0.16497166234375701
RBPJ,ecig6,m,13,-0.6721828216079168
RBPJ,ecig6,m,14,-0.7368503863064491
RBPJ,control,f,15,0
RBPJ,control,f,16,0.06266378863539432
RBPJ,control,f,17,0.0710805873141604
RBPJ,ecig0,f,18,0.12974471080916442
RBPJ,ecig0,f,19,-0.07802149613018293
RBPJ,ecig0,f,20,-0.16044880707090386
RBPJ,ecig3,f,21,-0.1755050631280357
RBPJ,ecig3,f,22,-0.0021337608152660037
RBPJ,ecig3,f,23,0.09596589417171264
RBPJ,ecig3,f,24,0.09260670045009958
RBPJ,ecig6,f,25,-0.17496182439786054
RBPJ,ecig6,f,26,-0.29939124857358507
RBPJ,ecig6,f,27,-0.4312828451058269
RORA,control,m,2,0.038619499379726856
RORA,control,m,3,0.303190247118865
RORA,control,m,4,0.16076795907230937
RORA,ecig0,m,5,0.35287946232314477
RORA,ecig0,m,6,0.45741604170740635
RORA,ecig0,m,7,-0.4561770022452523
RORA,ecig3,m,8,0.20710044900093721
RORA,ecig3,m,9,0.08759154072233712
RORA,ecig3,m,10,0.0901803986850478
RORA,ecig3,m,11,0.11034940839453347
RORA,ecig6,m,12,0.04734389050806234
RORA,ecig6,m,13,-0.5880912964391662
RORA,ecig6,m,14,0.20279036172901924
RORA,control,f,15,0
RORA,control,f,16,0.04236533602777269
RORA,control,f,17,0.044165796431839544
RORA,ecig0,f,18,0.06852393956098576
RORA,ecig0,f,19,0.07867154030281975
RORA,ecig0,f,20,0.1688674721356435
RORA,ecig3,f,21,0.10550914709425196
RORA,ecig3,f,22,0.1870319833100018
RORA,ecig3,f,23,0.18401776996341918
RORA,ecig3,f,24,0.1402931630932268
RORA,ecig6,f,25,-0.2698248048714589
RORA,ecig6,f,26,-0.1048018470164392
RORA,ecig6,f,27,-0.06529659697747107
RXRA,control,m,2,0.0042719768744664014
RXRA,control,m,3,0.017603090232445398
RXRA,control,m,4,-0.07694790275364577
RXRA,ecig0,m,5,0.24283433504822824
RXRA,ecig0,m,6,-0.002172473272707274
RXRA,ecig0,m,7,-0.573386944446968
RXRA,ecig3,m,8,-0.17963639878852813
RXRA,ecig3,m,9,-0.25790419766116257
RXRA,ecig3,m,10,-0.2736781694339559
RXRA,ecig3,m,11,-0.29836262907840155
RXRA,ecig6,m,12,0.15311920832447978
RXRA,ecig6,m,13,-0.0491208705724658
RXRA,ecig6,m,14,-0.00798993814491416
RXRA,control,f,15,0
RXRA,control,f,16,-0.20151441598939773
RXRA,control,f,17,-0.2601201396652439
RXRA,ecig0,f,18,-0.05637250255001403
RXRA,ecig0,f,19,0.11064303305230348
RXRA,ecig0,f,20,-0.023446142654283218
RXRA,ecig3,f,21,-0.3370567236910551
RXRA,ecig3,f,22,-0.3587486441486057
RXRA,ecig3,f,23,-0.46481355282085235
RXRA,ecig3,f,24,-0.47270926857712203
RXRA,ecig6,f,25,-0.19468169735381693
RXRA,ecig6,f,26,-0.2595713017771491
RXRA,ecig6,f,27,-0.24039791867532267
RXRB,control,m,2,-0.04452859778261304
RXRB,control,m,3,-0.29940377142140556
RXRB,control,m,4,2.3799431457249744e-4
RXRB,ecig0,m,5,-0.39666836920041165
RXRB,ecig0,m,6,-0.8701539339303525
RXRB,ecig0,m,7,-1.6493491260188695
RXRB,ecig3,m,8,0.12909695446449468
RXRB,ecig3,m,9,0.013200406133862457
RXRB,ecig3,m,10,0.1365022923578295
RXRB,ecig3,m,11,-0.0055838655955699765
RXRB,ecig6,m,12,-0.07242841901674496
RXRB,ecig6,m,13,-0.969014050892377
RXRB,ecig6,m,14,-1.7360077747846432
RXRB,control,f,15,0
RXRB,control,f,16,-0.3987402382485677
RXRB,control,f,17,-0.423304285894748
RXRB,ecig0,f,18,-0.7041806243790221
RXRB,ecig0,f,19,-0.07052313996818856
RXRB,ecig0,f,20,-0.13414751531974697
RXRB,ecig3,f,21,-0.008996943686408852
RXRB,ecig3,f,22,-0.1200995893360923
RXRB,ecig3,f,23,-0.05337297946721829
RXRB,ecig3,f,24,-0.12729962477238188
RXRB,ecig6,f,25,-0.21292622230102312
RXRB,ecig6,f,26,-0.3773805947002307
RXRB,ecig6,f,27,-0.4286301687840351
RXRG,control,m,2,-0.13166022487757315
RXRG,control,m,3,-0.25249426719708684
RXRG,control,m,4,-0.19973021120509626
RXRG,ecig0,m,5,-0.40872552361674014
RXRG,ecig0,m,6,0.7398119796097918
RXRG,ecig0,m,7,-0.7088859640352468
RXRG,ecig3,m,8,0.05087461112120509
RXRG,ecig3,m,9,0.13877536985508804
RXRG,ecig3,m,10,0.24010206639558432
RXRG,ecig3,m,11,-0.11390920850525812
RXRG,ecig6,m,12,0.11801038096018653
RXRG,ecig6,m,13,-1.31040644940498
RXRG,ecig6,m,14,-0.01690584455648872
RXRG,control,f,15,0
RXRG,control,f,16,0.059835009766141055
RXRG,control,f,17,0.07191293525217136
RXRG,ecig0,f,18,-0.8360435026496766
RXRG,ecig0,f,19,-0.9948649415640219
RXRG,ecig0,f,20,-0.12349767613314624
RXRG,ecig3,f,21,-0.2972813293339773
RXRG,ecig3,f,22,0.06446581439543772
RXRG,ecig3,f,23,-0.22930243468314038
RXRG,ecig3,f,24,-0.3254384710084013
RXRG,ecig6,f,25,-0.28372757419120437
RXRG,ecig6,f,26,-0.020368652802609497
RXRG,ecig6,f,27,-0.10416920237755183
TGS1,control,m,2,0.03779678440157631
TGS1,control,m,3,0.18543152723505457
TGS1,control,m,4,0.2240694496505174
TGS1,ecig0,m,5,0.24938836011382512
TGS1,ecig0,m,6,0.18010600558176332
TGS1,ecig0,m,7,-0.10226386312299776
TGS1,ecig3,m,8,0.013160068114442664
TGS1,ecig3,m,9,-0.04343357107038542
TGS1,ecig3,m,10,0.08739406504518071
TGS1,ecig3,m,11,0.12592590449017033
TGS1,ecig6,m,12,0.217581169535974
TGS1,ecig6,m,13,-0.03404829868956979
TGS1,ecig6,m,14,0.3672084299107512
TGS1,control,f,15,0
TGS1,control,f,16,0.006485269814586911
TGS1,control,f,17,-0.041950456487747124
TGS1,ecig0,f,18,0.1741093074501397
TGS1,ecig0,f,19,0.20157125045257906
TGS1,ecig0,f,20,0.18212964962461514
TGS1,ecig3,f,21,0.1875172436630115
TGS1,ecig3,f,22,-0.1131217140366013
TGS1,ecig3,f,23,-0.046218700590268634
TGS1,ecig3,f,24,-0.15420749196480277
TGS1,ecig6,f,25,-0.2255538285591362
TGS1,ecig6,f,26,-0.13036441115823771
TGS1,ecig6,f,27,-0.03367761035290968
THRA,control,m,2,0.07005335255695497
THRA,control,m,3,-0.03946045677561388
THRA,control,m,4,0.11278167055350065
THRA,ecig0,m,5,0.2439987190714567
THRA,ecig0,m,6,0.2587482857690048
THRA,ecig0,m,7,-0.3849135693117268
THRA,ecig3,m,8,-0.05329952814827666
THRA,ecig3,m,9,-0.15986414661332582
THRA,ecig3,m,10,-0.13861142891944792
THRA,ecig3,m,11,-0.1181413892142979
THRA,ecig6,m,12,0.12202040153242576
THRA,ecig6,m,13,-0.3536157214865387
THRA,ecig6,m,14,0.19551296158384268
THRA,control,f,15,0
THRA,control,f,16,-0.1558788707067295
THRA,control,f,17,-0.07777212288177394
THRA,ecig0,f,18,0.14790043190765148
THRA,ecig0,f,19,0.15329627416792915
THRA,ecig0,f,20,0.11821676712521287
THRA,ecig3,f,21,-0.26522464509571964
THRA,ecig3,f,22,-0.3126850342121029
THRA,ecig3,f,23,-0.7988364360096049
THRA,ecig3,f,24,-0.4678039847977765
THRA,ecig6,f,25,-0.2896969990052207
THRA,ecig6,f,26,-0.2845245812077231
THRA,ecig6,f,27,-0.31466954435551775
THRB,control,m,2,0.007402387799376004
THRB,control,m,3,0.13343401402402377
THRB,control,m,4,-0.1529709209486154
THRB,ecig0,m,5,0.05652988103174679
THRB,ecig0,m,6,0.02907173100725216
THRB,ecig0,m,7,-1.5117760097604653
THRB,ecig3,m,8,0.163115752214489
THRB,ecig3,m,9,0.004773974495236036
THRB,ecig3,m,10,0.06335441165144602
THRB,ecig3,m,11,-0.008892787307908913
THRB,ecig6,m,12,-0.03338964505905795
THRB,ecig6,m,13,-0.5920760304917714
THRB,ecig6,m,14,0.16637175285358996
THRB,control,f,15,0
THRB,control,f,16,-0.06628812957718958
THRB,control,f,17,-0.06803741488199233
THRB,ecig0,f,18,0.0756860452178222
THRB,ecig0,f,19,0.23476643013443715
THRB,ecig0,f,20,0.04773661424040483
THRB,ecig3,f,21,-0.07849603981534797
THRB,ecig3,f,22,0.012872283438587241
THRB,ecig3,f,23,-0.060785542080449013
THRB,ecig3,f,24,-0.21826426680213273
THRB,ecig6,f,25,-0.27178661735320186
THRB,ecig6,f,26,-0.23707563123117614
THRB,ecig6,f,27,-0.2907689668197806
TRIP4,control,m,2,-0.05206939917399582
TRIP4,control,m,3,0.39357239610700523
TRIP4,control,m,4,0.33104497405964783
TRIP4,ecig0,m,5,0.2783811610562137
TRIP4,ecig0,m,6,0.6066016910785439
TRIP4,ecig0,m,7,-0.4610235851754429
TRIP4,ecig3,m,8,0.5223240089604747
TRIP4,ecig3,m,9,0.335685411648806
TRIP4,ecig3,m,10,0.2940228602489119
TRIP4,ecig3,m,11,0.2819816604223518
TRIP4,ecig6,m,12,0.27846027173907467
TRIP4,ecig6,m,13,0.16820141316723627
TRIP4,ecig6,m,14,0.5317348688909214
TRIP4,control,f,15,0
TRIP4,control,f,16,0.15690333598797346
TRIP4,control,f,17,0.2089965767376254
TRIP4,ecig0,f,18,0.24912598236960332
TRIP4,ecig0,f,19,0.08562834350261407
TRIP4,ecig0,f,20,0.4671114351897536
TRIP4,ecig3,f,21,0.23851654140842007
TRIP4,ecig3,f,22,0.28246451253539695
TRIP4,ecig3,f,23,0.28839359932999464
TRIP4,ecig3,f,24,0.18931439273712694
TRIP4,ecig6,f,25,-0.03732820111032772
TRIP4,ecig6,f,26,0.2909637934329741
TRIP4,ecig6,f,27,0.17988902316088873
VDR,control,m,2,-0.14887342105963638
VDR,control,m,3,-0.5021038241517259
VDR,control,m,4,-0.2558828414462778
VDR,ecig0,m,5,-0.38107682160499107
VDR,ecig0,m,6,0.09795793006501935
VDR,ecig0,m,7,-0.6812372620234978
VDR,ecig3,m,8,0.07009447325436305
VDR,ecig3,m,9,0.035174993757341316
VDR,ecig3,m,10,-0.36501428247835516
VDR,ecig3,m,11,-0.11786865603822724
VDR,ecig6,m,12,-0.10098201719545966
VDR,ecig6,m,13,-0.17350315345087128
VDR,ecig6,m,14,-0.7678959107892716
VDR,control,f,15,0
VDR,control,f,16,-0.16467436512003977
VDR,control,f,17,-0.2692919215731337
VDR,ecig0,f,18,-0.3459118822495048
VDR,ecig0,f,19,0.1845365650579453
VDR,ecig0,f,20,-0.780692214256954
VDR,ecig3,f,21,-0.408478799432295
VDR,ecig3,f,22,-0.15719491364177365
VDR,ecig3,f,23,-0.3859141930173147
VDR,ecig3,f,24,-0.45997299049057466
VDR,ecig6,f,25,-0.22883174418192095
VDR,ecig6,f,26,-0.6203861556099937
VDR,ecig6,f,27,-0.8608689045380945
ACTB,control,m,2,0.16287625274993975
ACTB,control,m,3,0.13970657604367528
ACTB,control,m,4,0.13137508926568275
ACTB,ecig0,m,5,0.0428862985382693
ACTB,ecig0,m,6,-0.08809395978509917
ACTB,ecig0,m,7,1.0755596442617013
ACTB,ecig3,m,8,0.20159009493030866
ACTB,ecig3,m,9,-0.02147313185670131
ACTB,ecig3,m,10,0.013325935642055099
ACTB,ecig3,m,11,0.015433145611702285
ACTB,ecig6,m,12,0.04076457892283052
ACTB,ecig6,m,13,0.35738642321222713
ACTB,ecig6,m,14,0.15914071132774724
ACTB,control,f,15,0
ACTB,control,f,16,-0.0187789736015079
ACTB,control,f,17,0.049586744593757066
ACTB,ecig0,f,18,-0.07849971238129416
ACTB,ecig0,f,19,-0.010320753195339954
ACTB,ecig0,f,20,0.07552559623013419
ACTB,ecig3,f,21,0.05509143930046625
ACTB,ecig3,f,22,0.013809991875081957
ACTB,ecig3,f,23,-0.05377876790137334
ACTB,ecig3,f,24,-0.04072460213940336
ACTB,ecig6,f,25,0.20833425054116528
ACTB,ecig6,f,26,0.2105511558412342
ACTB,ecig6,f,27,0.06466076142063096
B2M,control,m,2,-0.22170431718058492
B2M,control,m,3,-0.12006123811464575
B2M,control,m,4,-0.1791608316013776
B2M,ecig0,m,5,-0.7735997669411132
B2M,ecig0,m,6,-0.6546185642449124
B2M,ecig0,m,7,1.0685721360023475
B2M,ecig3,m,8,-0.08050782327637004
B2M,ecig3,m,9,0.11064622397025746
B2M,ecig3,m,10,-0.07912308529631575
B2M,ecig3,m,11,-0.01741193618520009
B2M,ecig6,m,12,-0.3436254390204388
B2M,ecig6,m,13,-0.6286376286151394
B2M,ecig6,m,14,-0.3900135592922673
B2M,control,f,15,0
B2M,control,f,16,0.11597650189748122
B2M,control,f,17,0.16413076515386987
B2M,ecig0,f,18,-0.17357251076187213
B2M,ecig0,f,19,-0.30230570057960665
B2M,ecig0,f,20,-0.17838056185261666
B2M,ecig3,f,21,0.10298079616066995
B2M,ecig3,f,22,0.028260334756939426
B2M,ecig3,f,23,0.30444752899875444
B2M,ecig3,f,24,0.412196399466747
B2M,ecig6,f,25,-0.503194395620018
B2M,ecig6,f,26,-0.4820655818723543
B2M,ecig6,f,27,-0.109044082127335
GAPDH,control,m,2,-0.15353456951249658
GAPDH,control,m,3,-0.19902230906729365
GAPDH,control,m,4,-0.11264072830952851
GAPDH,ecig0,m,5,0.07623349836793782
GAPDH,ecig0,m,6,-0.10315178119820743
GAPDH,ecig0,m,7,-0.7792089792623181
GAPDH,ecig3,m,8,0.04625440274775446
GAPDH,ecig3,m,9,0.14077782138624453
GAPDH,ecig3,m,10,0.0548638606237446
GAPDH,ecig3,m,11,0.1081461698562691
GAPDH,ecig6,m,12,-0.0413494802044037
GAPDH,ecig6,m,13,-0.14640593839117666
GAPDH,ecig6,m,14,-0.24454352315760836
GAPDH,control,f,15,0
GAPDH,control,f,16,-0.030110344698291953
GAPDH,control,f,17,-0.06106104473247902
GAPDH,ecig0,f,18,-0.024894096933426712
GAPDH,ecig0,f,19,-0.017406698263275358
GAPDH,ecig0,f,20,-0.15218824295988873
GAPDH,ecig3,f,21,0.03199039743321209
GAPDH,ecig3,f,22,0.09332375389977035
GAPDH,ecig3,f,23,0.07593927165017586
GAPDH,ecig3,f,24,0.0525790429566559
GAPDH,ecig6,f,25,0.380731419787966
GAPDH,ecig6,f,26,0.22889471965701402
GAPDH,ecig6,f,27,0.2161938426979567
HPRT1,control,m,2,0.06763638272176975
HPRT1,control,m,3,0.08833129183368096
HPRT1,control,m,4,0.05338544210903999
HPRT1,ecig0,m,5,0.32656010877224756
HPRT1,ecig0,m,6,0.5980431072718221
HPRT1,ecig0,m,7,-0.6097194587436355
HPRT1,ecig3,m,8,-0.10839162971473255
HPRT1,ecig3,m,9,-0.07437524020470292
HPRT1,ecig3,m,10,-0.07961316212925573
HPRT1,ecig3,m,11,-0.11603779160459805
HPRT1,ecig6,m,12,0.40916207731645327
HPRT1,ecig6,m,13,0.4069898448677421
HPRT1,ecig6,m,14,0.46009725567278575
HPRT1,control,f,15,0
HPRT1,control,f,16,-0.013521484727237071
HPRT1,control,f,17,-0.07116872889688879
HPRT1,ecig0,f,18,0.12763960804948687
HPRT1,ecig0,f,19,0.1579261155012413
HPRT1,ecig0,f,20,0.16098590478916847
HPRT1,ecig3,f,21,-0.06490303036114055
HPRT1,ecig3,f,22,-0.03353149039301477
HPRT1,ecig3,f,23,-0.13114799223695126
HPRT1,ecig3,f,24,-0.17860236075342034
HPRT1,ecig6,f,25,0.11950902869059864
HPRT1,ecig6,f,26,0.25332240071515955
HPRT1,ecig6,f,27,-0.020787806968573182
RPLP0,control,m,2,0.14472625122137092
RPLP0,control,m,3,0.0910456793045831
RPLP0,control,m,4,0.1070410285361877
RPLP0,ecig0,m,5,0.32791986126266176
RPLP0,ecig0,m,6,0.24782119795639804
RPLP0,ecig0,m,7,-0.7552033422580943
RPLP0,ecig3,m,8,-0.05894504468695933
RPLP0,ecig3,m,9,-0.1555756732950967
RPLP0,ecig3,m,10,0.09054645115977396
RPLP0,ecig3,m,11,0.009870412321826736
RPLP0,ecig6,m,12,-0.06495173701443817
RPLP0,ecig6,m,13,0.010667298926349067
RPLP0,ecig6,m,14,0.015319115449344762
RPLP0,control,f,15,0
RPLP0,control,f,16,-0.05356569887044214
RPLP0,control,f,17,-0.08148773611825486
RPLP0,ecig0,f,18,0.14932671202710618
RPLP0,ecig0,f,19,0.1721070365369795
RPLP0,ecig0,f,20,0.09405730379320376
RPLP0,ecig3,f,21,-0.1251596025332088
RPLP0,ecig3,f,22,-0.10186259013877695
RPLP0,ecig3,f,23,-0.19546004051060462
RPLP0,ecig3,f,24,-0.24544847953057283
RPLP0,ecig6,f,25,-0.20538030339971414
RPLP0,ecig6,f,26,-0.21070269434105027
RPLP0,ecig6,f,27,-0.15102271502267728
